,Movie_Title,Distributor,Domestic_Total_Gross,Budget,Runtime(mins),Rating,Release_Date,Genre
451,The Rite,Warner Bros.,33047633,37000000,114,PG-13,2011-01-28,"Drama, Horror, Mystery, Thriller"
452,No Strings Attached,Paramount Pictures,70662220,25000000,108,R,2011-01-21,"Comedy, Romance"
453,The Green Hornet,Sony Pictures Releasing,98780042,120000000,119,PG-13,2011-01-14,"Action, Comedy, Crime, Sci-Fi, Thriller"
454,True Grit,Paramount Pictures,171243005,38000000,110,PG-13,2010-12-22,"Drama, Western"
455,Little Fockers,Universal Pictures,148438600,100000000,98,PG-13,2010-12-22,"Comedy, Romance"
456,Little Fockers,Universal Pictures,148438600,100000000,98,PG-13,2010-12-22,"Comedy, Romance"
457,TRON: Legacy,Walt Disney Studios Motion Pictures,172062763,170000000,125,PG,2010-12-17,"Action, Adventure, Sci-Fi"
458,The Chronicles of Narnia: The Voyage of the Dawn Treader,Twentieth Century Fox,104386950,155000000,113,PG,2010-12-10,"Adventure, Family, Fantasy"
459,Tangled,Walt Disney Studios Motion Pictures,200821936,260000000,100,PG,2010-11-24,"Adventure, Animation, Comedy, Family, Fantasy, Musical, Romance"
460,Harry Potter and the Deathly Hallows: Part 1,Warner Bros.,295983305,,146,PG-13,2010-11-19,"Adventure, Family, Fantasy, Mystery"
461,Harry Potter and the Deathly Hallows: Part 1,Warner Bros.,295983305,,146,PG-13,2010-11-19,"Adventure, Family, Fantasy, Mystery"
462,Megamind,DreamWorks,148415853,130000000,95,PG,2010-11-05,"Action, Animation, Comedy, Family, Sci-Fi"
463,Megamind,DreamWorks,148415853,130000000,95,PG,2010-11-05,"Action, Animation, Comedy, Family, Sci-Fi"
464,Saw: The Final Chapter,Lionsgate,45710178,20000000,90,R,2010-10-29,"Horror, Mystery"
465,Paranormal Activity 2,Paramount Pictures,84752907,3000000,91,R,2010-10-22,Horror
466,Jackass 3D,Paramount Pictures,117229692,20000000,95,R,2010-10-15,"Action, Comedy, Documentary"
467,The Social Network,Sony Pictures Releasing,96962694,40000000,,PG-13,2010-10-01,"Biography, Drama"
468,The Social Network,Sony Pictures Releasing,96962694,40000000,,PG-13,2010-10-01,"Biography, Drama"
469,Wall Street: Money Never Sleeps,Twentieth Century Fox,52474616,70000000,133,PG-13,2010-09-24,Drama
470,The Town,Warner Bros.,92186262,37000000,125,R,2010-09-17,"Crime, Drama, Thriller"
471,Resident Evil: Afterlife,Screen Gems,60128566,60000000,96,R,2010-09-10,"Action, Adventure, Horror, Sci-Fi"
472,The American,Focus Features,35606376,20000000,105,R,2010-09-01,"Crime, Drama, Thriller"
473,Takers,Screen Gems,57744720,32000000,107,PG-13,2010-08-27,"Action, Crime, Thriller"
474,The Expendables,Lionsgate,103068524,80000000,103,R,2010-08-13,"Action, Adventure, Thriller"
475,The Expendables,Lionsgate,103068524,80000000,103,R,2010-08-13,"Action, Adventure, Thriller"
476,The Other Guys,Sony Pictures Releasing,119219978,100000000,107,PG-13,2010-08-06,"Action, Comedy, Crime"
477,Inception,Warner Bros.,292576195,160000000,148,PG-13,2010-07-16,"Action, Adventure, Sci-Fi, Thriller"
478,Inception,Warner Bros.,292576195,160000000,148,PG-13,2010-07-16,"Action, Adventure, Sci-Fi, Thriller"
479,Inception,Warner Bros.,292576195,160000000,148,PG-13,2010-07-16,"Action, Adventure, Sci-Fi, Thriller"
480,Despicable Me,Universal Pictures,251513985,69000000,95,PG,2010-07-09,"Animation, Comedy, Family, Fantasy"
481,The Twilight Saga: Eclipse,Summit Entertainment,300531751,68000000,124,PG-13,2010-06-30,"Action, Drama, Fantasy, Romance"
482,The Twilight Saga: Eclipse,Summit Entertainment,300531751,68000000,124,PG-13,2010-06-30,"Action, Drama, Fantasy, Romance"
483,Toy Story 3,Walt Disney Studios Motion Pictures,415004880,200000000,103,,2010-06-18,"Adventure, Animation, Comedy, Family, Fantasy"
484,Shrek Forever After,DreamWorks,238736787,165000000,93,PG,2010-05-21,"Adventure, Animation, Comedy, Family, Fantasy, Romance"
485,Shrek Forever After,DreamWorks,238736787,165000000,93,PG,2010-05-21,"Adventure, Animation, Comedy, Family, Fantasy, Romance"
486,Shrek Forever After,DreamWorks,238736787,165000000,93,PG,2010-05-21,"Adventure, Animation, Comedy, Family, Fantasy, Romance"
487,Iron Man 2,Paramount Pictures,312433331,200000000,124,PG-13,2010-05-07,"Action, Adventure, Sci-Fi"
488,Iron Man 2,Paramount Pictures,312433331,200000000,124,PG-13,2010-05-07,"Action, Adventure, Sci-Fi"
489,A Nightmare on Elm Street,Warner Bros.,63075011,35000000,95,R,2010-04-30,"Crime, Drama, Horror, Mystery"
490,How to Train Your Dragon,DreamWorks,217581231,165000000,98,PG,2010-03-26,"Action, Adventure, Animation, Family, Fantasy"
491,Kick,Lionsgate,48071303,30000000,117,R,2010-04-16,"Action, Adventure, Comedy, Crime"
492,Clash of the Titans,Warner Bros.,163214888,125000000,106,PG-13,2010-04-02,"Action, Adventure, Fantasy"
493,Clash of the Titans,Warner Bros.,163214888,125000000,106,PG-13,2010-04-02,"Action, Adventure, Fantasy"
494,How to Train Your Dragon,DreamWorks,217581231,165000000,98,PG,2010-03-26,"Action, Adventure, Animation, Family, Fantasy"
495,Alice in Wonderland,Walt Disney Studios Motion Pictures,334191110,200000000,108,PG,2010-03-05,"Adventure, Family, Fantasy"
496,Alice in Wonderland,Walt Disney Studios Motion Pictures,334191110,200000000,108,PG,2010-03-05,"Adventure, Family, Fantasy"
497,Alice in Wonderland,Walt Disney Studios Motion Pictures,334191110,200000000,108,PG,2010-03-05,"Adventure, Family, Fantasy"
498,Shutter Island,Paramount Pictures,128012934,80000000,138,R,2010-02-19,"Mystery, Thriller"
499,Shutter Island,Paramount Pictures,128012934,80000000,138,R,2010-02-19,"Mystery, Thriller"
500,Valentine's Day,Warner Bros.,110485654,52000000,125,PG-13,2010-02-12,"Comedy, Romance"
501,Dear John,Screen Gems,80014842,25000000,108,PG-13,2010-02-05,"Drama, Romance, War"
502,Avatar,Twentieth Century Fox,749766139,237000000,162,PG-13,2009-12-18,"Action, Adventure, Fantasy, Sci-Fi"
503,Avatar,Twentieth Century Fox,749766139,237000000,162,PG-13,2009-12-18,"Action, Adventure, Fantasy, Sci-Fi"
504,Avatar,Twentieth Century Fox,749766139,237000000,162,PG-13,2009-12-18,"Action, Adventure, Fantasy, Sci-Fi"
505,Avatar,Twentieth Century Fox,749766139,237000000,162,PG-13,2009-12-18,"Action, Adventure, Fantasy, Sci-Fi"
506,Avatar,Twentieth Century Fox,749766139,237000000,162,PG-13,2009-12-18,"Action, Adventure, Fantasy, Sci-Fi"
507,Avatar,Twentieth Century Fox,749766139,237000000,162,PG-13,2009-12-18,"Action, Adventure, Fantasy, Sci-Fi"
508,Avatar,Twentieth Century Fox,749766139,237000000,162,PG-13,2009-12-18,"Action, Adventure, Fantasy, Sci-Fi"
509,The Blind Side,Warner Bros.,255959475,29000000,129,PG-13,2009-11-20,"Biography, Drama, Sport"
510,The Twilight Saga: New Moon,Summit Entertainment,296623634,50000000,130,PG-13,2009-11-20,"Adventure, Drama, Fantasy, Mystery, Romance"
511,The Twilight Saga: New Moon,Summit Entertainment,296623634,50000000,130,PG-13,2009-11-20,"Adventure, Drama, Fantasy, Mystery, Romance"
512,2012,Sony Pictures Releasing,166112167,200000000,158,PG-13,2009-11-13,"Action, Adventure, Sci-Fi"
513,A Christmas Carol,Walt Disney Studios Motion Pictures,137855863,200000000,96,PG,2009-11-06,"Animation, Drama, Family, Fantasy"
514,This Is It,Sony Pictures Releasing,72091016,,111,PG,2009-10-28,"Documentary, Drama, Music"
515,Where the Wild Things Are,Warner Bros.,77233467,100000000,101,PG,2009-10-16,"Adventure, Drama, Family, Fantasy"
516,Couples Retreat,Universal Pictures,109204945,70000000,113,PG-13,2009-10-09,Comedy
517,Zombieland,Sony Pictures Releasing,75590286,23600000,88,R,2009-10-02,"Adventure, Comedy, Horror, Sci-Fi"
518,Cloudy with a Chance of Meatballs,Sony Pictures Releasing,124870275,100000000,90,PG,2009-09-18,"Adventure, Animation, Comedy, Family, Fantasy, Sci-Fi"
519,Cloudy with a Chance of Meatballs,Sony Pictures Releasing,124870275,100000000,90,PG,2009-09-18,"Adventure, Animation, Comedy, Family, Fantasy, Sci-Fi"
520,I Can Do Bad All by Myself,Lionsgate,51733921,,113,PG-13,2009-09-11,"Comedy, Drama"
521,The Final Destination,Warner Bros.,66477700,40000000,82,R,2009-08-28,"Horror, Thriller"
522,The Final Destination,Warner Bros.,66477700,40000000,82,R,2009-08-28,"Horror, Thriller"
523,Inglourious Basterds,The Weinstein Company,120540719,70000000,153,R,2009-08-21,"Adventure, Drama, War"
524,District 9,TriStar Pictures,115646235,30000000,112,R,2009-08-14,"Action, Sci-Fi, Thriller"
525,G.I. Joe: The Rise of Cobra,Paramount Pictures,150201498,175000000,118,PG-13,2009-08-07,"Action, Adventure, Sci-Fi, Thriller"
526,Funny People,Universal Pictures,51855045,75000000,146,R,2009-07-31,"Comedy, Drama"
527,G,Walt Disney Studios Motion Pictures,119436770,150000000,88,PG,2009-07-24,"Action, Adventure, Animation, Comedy, Family, Fantasy, Sci-Fi"
528,Harry Potter and the Half,Warner Bros.,301959197,250000000,153,PG,2009-07-15,"Action, Adventure, Family, Fantasy, Mystery"
529,Harry Potter and the Half,Warner Bros.,301959197,250000000,153,PG,2009-07-15,"Action, Adventure, Family, Fantasy, Mystery"
530,Ice Age: Dawn of the Dinosaurs,Twentieth Century Fox,196573705,90000000,94,PG,2009-07-01,"Adventure, Animation, Comedy, Family"
531,Transformers: Revenge of the Fallen,DreamWorks,402111870,200000000,150,PG-13,2009-06-24,"Action, Adventure, Sci-Fi"
532,Transformers: Revenge of the Fallen,DreamWorks,402111870,200000000,150,PG-13,2009-06-24,"Action, Adventure, Sci-Fi"
533,The Hangover,Warner Bros.,277322503,35000000,100,R,2009-06-05,Comedy
534,The Hangover,Warner Bros.,277322503,35000000,100,R,2009-06-05,Comedy
535,Up,Walt Disney Studios Motion Pictures,293004164,175000000,96,PG,2009-05-29,"Adventure, Animation, Comedy, Family"
536,Night at the Museum: Battle of the Smithsonian,Twentieth Century Fox,177243721,150000000,105,PG,2009-05-22,"Adventure, Comedy, Family, Fantasy"
537,Angels & Demons,Sony Pictures Releasing,133375846,150000000,138,PG-13,2009-05-15,"Action, Mystery, Thriller"
538,Star Trek,Paramount Pictures,257730019,150000000,127,PG-13,2009-05-08,"Action, Adventure, Sci-Fi"
539,X,Twentieth Century Fox,179883157,150000000,107,PG-13,2009-05-01,"Action, Adventure, Sci-Fi"
540,Obsessed,Screen Gems,68261644,20000000,108,PG-13,2009-04-24,"Drama, Romance, Thriller"
541,17 Again,Warner Bros.,64167069,,102,PG-13,2009-04-17,"Comedy, Drama, Fantasy"
542,Hannah Montana: The Movie,Walt Disney Studios Motion Pictures,79576189,,102,,2009-04-10,"Comedy, Drama, Family, Music, Romance"
543,Fast & Furious,Universal Pictures,155064265,85000000,107,PG-13,2009-04-03,"Action, Adventure, Thriller"
544,Monsters vs. Aliens,DreamWorks,198351526,175000000,94,PG,2009-03-27,"Action, Animation, Comedy, Family, Sci-Fi, Thriller"
545,Knowing 2009 Re,Summit Entertainment,79957634,50000000,121,PG-13,2009-03-20,"Action, Drama, Mystery, Sci-Fi, Thriller"
546,Race to Witch Mountain,Walt Disney Studios Motion Pictures,67172594,,98,PG,2009-03-13,"Action, Adventure, Family, Fantasy, Sci-Fi, Thriller"
547,Watchmen,Warner Bros.,107509799,130000000,162,R,2009-03-06,"Action, Drama, Mystery, Sci-Fi"
548,Madea Goes to Jail,Lionsgate,90508336,,103,PG-13,2009-02-20,"Comedy, Crime, Drama"
549,Madea Goes to Jail,Lionsgate,90508336,,103,PG-13,2009-02-20,"Comedy, Crime, Drama"
550,Friday the 13th,Warner Bros.,65002019,19000000,97,R,2009-02-13,"Horror, Mystery, Thriller"
551,He's Just Not That Into You,Warner Bros.,93953653,,129,PG-13,2009-02-06,"Comedy, Drama, Romance"
552,Taken,Twentieth Century Fox,145000989,25000000,90,PG-13,2009-01-30,"Action, Thriller"
553,Paul Blart: Mall Cop,Sony Pictures Releasing,146336178,26000000,91,PG,2009-01-16,"Action, Comedy, Crime, Family"
554,Paul Blart: Mall Cop,Sony Pictures Releasing,146336178,26000000,91,PG,2009-01-16,"Action, Comedy, Crime, Family"
555,Marley & Me,Twentieth Century Fox,143153751,,115,PG,2008-12-25,"Comedy, Drama, Family"
556,Marley & Me,Twentieth Century Fox,143153751,,115,PG,2008-12-25,"Comedy, Drama, Family"
557,Yes Man,Warner Bros.,97690976,70000000,104,PG-13,2008-12-19,"Comedy, Romance"
558,The Day the Earth Stood Still,Twentieth Century Fox,79366978,80000000,104,PG-13,2008-12-12,"Drama, Sci-Fi, Thriller"
559,Four Christmases,Warner Bros.,120146040,80000000,88,PG-13,2008-11-26,"Comedy, Drama, Romance"
560,Four Christmases,Warner Bros.,120146040,80000000,88,PG-13,2008-11-26,"Comedy, Drama, Romance"
561,Twilight,Summit Entertainment,192769854,37000000,122,PG-13,2008-11-21,"Drama, Fantasy, Romance"
562,Quantum of Solace,Sony Pictures Releasing,168368427,200000000,106,PG-13,2008-11-14,"Action, Adventure, Thriller"
563,Madagascar: Escape 2 Africa,DreamWorks,180010950,150000000,89,PG,2008-11-07,"Adventure, Animation, Comedy, Family"
564,High School Musical 3,Walt Disney Studios Motion Pictures,90559416,11000000,112,G,2008-10-24,"Comedy, Drama, Family, Music, Musical, Romance"
565,High School Musical 3,Walt Disney Studios Motion Pictures,90559416,11000000,112,G,2008-10-24,"Comedy, Drama, Family, Music, Musical, Romance"
566,Max Payne,Twentieth Century Fox,40689393,35000000,100,PG-13,2008-10-17,"Action, Crime, Drama, Thriller"
567,Beverly Hills Chihuahua,Walt Disney Studios Motion Pictures,94514402,,91,PG,2008-10-03,"Adventure, Comedy, Drama, Family, Romance"
568,Beverly Hills Chihuahua,Walt Disney Studios Motion Pictures,94514402,,91,PG,2008-10-03,"Adventure, Comedy, Drama, Family, Romance"
569,Eagle Eye,DreamWorks,101440743,80000000,118,PG-13,2008-09-26,"Action, Mystery, Thriller"
570,Lakeview Terrace,Screen Gems,39263506,20000000,110,,2008-09-19,"Crime, Drama, Thriller"
571,Burn After Reading,Focus Features,60355347,37000000,96,R,2008-09-12,"Comedy, Crime, Drama, Thriller"
572,Bangkok Dangerous,Lionsgate,15298133,45000000,99,R,2008-09-05,"Action, Crime, Thriller"
573,Tropic Thunder,DreamWorks,110515313,92000000,107,R,2008-08-13,"Action, Comedy, War"
574,Tropic Thunder,DreamWorks,110515313,92000000,107,R,2008-08-13,"Action, Comedy, War"
575,Tropic Thunder,DreamWorks,110515313,92000000,107,R,2008-08-13,"Action, Comedy, War"
576,The Dark Knight,Warner Bros.,533345358,185000000,152,PG-13,2008-07-18,"Action, Crime, Drama, Thriller"
577,The Dark Knight,Warner Bros.,533345358,185000000,152,PG-13,2008-07-18,"Action, Crime, Drama, Thriller"
578,The Dark Knight,Warner Bros.,533345358,185000000,152,PG-13,2008-07-18,"Action, Crime, Drama, Thriller"
579,The Dark Knight,Warner Bros.,533345358,185000000,152,PG-13,2008-07-18,"Action, Crime, Drama, Thriller"
580,Hellboy II: The Golden Army,Universal Pictures,75986503,85000000,,PG-13,2008-07-11,"Action, Adventure, Fantasy, Horror, Sci-Fi, War"
581,Hancock,Sony Pictures Releasing,227946274,150000000,92,PG-13,2008-07-02,"Action, Fantasy"
582,WALL·E,Walt Disney Studios Motion Pictures,223808164,180000000,98,,2008-06-27,"Adventure, Animation, Family, Sci-Fi"
583,Get Smart,Warner Bros.,130319208,80000000,110,PG-13,2008-06-20,"Action, Adventure, Comedy"
584,The Incredible Hulk,Universal Pictures,134806913,150000000,112,PG-13,2008-06-13,"Action, Adventure, Sci-Fi"
585,Kung Fu Panda,DreamWorks,215434591,130000000,92,PG,2008-06-06,"Action, Adventure, Animation, Comedy, Family"
586,Sex and the City,Warner Bros.,152647258,65000000,145,R,2008-05-30,"Comedy, Drama, Romance"
587,Indiana Jones and the Kingdom of the Crystal Skull,Paramount Pictures,317101119,185000000,122,PG-13,2008-05-22,"Action, Adventure"
588,The Chronicles of Narnia: Prince Caspian,Walt Disney Studios Motion Pictures,141621490,225000000,150,PG,2008-05-16,"Action, Adventure, Family, Fantasy"
589,Iron Man,Paramount Pictures,318604126,140000000,126,PG-13,2008-05-02,"Action, Adventure, Sci-Fi"
590,Iron Man,Paramount Pictures,318604126,140000000,126,PG-13,2008-05-02,"Action, Adventure, Sci-Fi"
591,Baby Mama,Universal Pictures,60494212,30000000,99,PG-13,2008-04-25,"Comedy, Romance"
592,The Forbidden Kingdom,Lionsgate,52075270,,104,PG-13,2008-04-18,"Action, Adventure, Fantasy"
593,Prom Night,Screen Gems,43869350,20000000,88,PG-13,2008-04-11,"Horror, Mystery"
594,21,Sony Pictures Releasing,81159365,35000000,123,PG-13,2008-03-28,"Crime, Drama, History, Thriller"
595,21,Sony Pictures Releasing,81159365,35000000,123,PG-13,2008-03-28,"Crime, Drama, History, Thriller"
596,Horton Hears a Who!,Twentieth Century Fox,154529439,85000000,86,,2008-03-14,"Adventure, Animation, Comedy, Family, Fantasy"
597,Horton Hears a Who!,Twentieth Century Fox,154529439,85000000,86,,2008-03-14,"Adventure, Animation, Comedy, Family, Fantasy"
598,"10,000 BC",Warner Bros.,94784201,105000000,109,PG-13,2008-03-07,"Action, Adventure, Drama, Fantasy, History"
599,Semi,New Line Cinema,33479698,,91,R,2008-02-29,"Comedy, Sport"
600,Vantage Point,Sony Pictures Releasing,72266306,40000000,90,PG-13,2008-02-22,"Action, Crime, Drama, Mystery, Thriller"
601,Jumper,Twentieth Century Fox,80172128,85000000,88,PG-13,2008-02-14,"Action, Adventure, Sci-Fi, Thriller"
602,Fool's Gold,Warner Bros.,70231041,70000000,112,PG-13,2008-02-08,"Action, Adventure, Comedy, Romance, Thriller"
603,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,Walt Disney Studios Motion Pictures,65281781,,74,G,2008-02-01,"Documentary, Music"
604,Rambo,Lionsgate,42754105,50000000,92,R,2008-01-25,Action
605,Cloverfield,Paramount Pictures,80048433,25000000,85,PG-13,2008-01-18,"Horror, Sci-Fi, Thriller"
606,National Treasure: Book of Secrets,Walt Disney Studios Motion Pictures,219964115,,124,PG,2007-12-21,"Action, Adventure, Mystery, Thriller"
607,National Treasure: Book of Secrets,Walt Disney Studios Motion Pictures,219964115,,124,PG,2007-12-21,"Action, Adventure, Mystery, Thriller"
608,National Treasure: Book of Secrets,Walt Disney Studios Motion Pictures,219964115,,124,PG,2007-12-21,"Action, Adventure, Mystery, Thriller"
609,I Am Legend,Warner Bros.,256393010,150000000,101,PG-13,2007-12-14,"Adventure, Drama, Sci-Fi, Thriller"
610,The Golden Compass,New Line Cinema,70107728,180000000,113,PG-13,2007-12-07,"Adventure, Family, Fantasy"
611,Enchanted,Walt Disney Studios Motion Pictures,127807262,85000000,107,PG,2007-11-21,"Animation, Comedy, Family, Fantasy, Musical, Romance"
612,Enchanted,Walt Disney Studios Motion Pictures,127807262,85000000,107,PG,2007-11-21,"Animation, Comedy, Family, Fantasy, Musical, Romance"
613,Beowulf,Paramount Pictures,82280579,150000000,115,PG-13,2007-11-16,"Action, Adventure, Animation, Fantasy"
614,Bee Movie,DreamWorks,126631277,150000000,91,PG,2007-11-02,"Adventure, Animation, Comedy, Family"
615,American Gangster,Universal Pictures,130164645,100000000,157,R,2007-11-02,"Biography, Crime, Drama, Thriller"
616,Saw IV,Lionsgate,63300095,,93,R,2007-10-26,"Horror, Mystery, Thriller"
617,30 Days of Night,Sony Pictures Releasing,39569000,30000000,113,R,2007-10-19,"Action, Horror, Thriller"
618,Why Did I Get Married?,Lionsgate,55204525,,113,PG-13,2007-10-12,"Comedy, Drama"
619,The Game Plan,Walt Disney Studios Motion Pictures,90648202,,110,PG,2007-09-28,"Comedy, Family, Sport"
620,The Game Plan,Walt Disney Studios Motion Pictures,90648202,,110,PG,2007-09-28,"Comedy, Family, Sport"
621,Resident Evil: Extinction,Screen Gems,50648679,,94,R,2007-09-21,"Action, Horror, Sci-Fi, Thriller"
622,The Brave One,Warner Bros.,36793804,,122,R,2007-09-14,"Action, Crime, Drama, Thriller"
623,3:10 to Yuma,Lionsgate,53606916,55000000,122,R,2007-09-07,"Action, Crime, Drama, Western"
624,Halloween,,58272029,,109,R,2007-08-31,Horror
625,Superbad,Sony Pictures Releasing,121463226,20000000,113,R,2007-08-17,Comedy
626,Superbad,Sony Pictures Releasing,121463226,20000000,113,R,2007-08-17,Comedy
627,Rush Hour 3,New Line Cinema,140125968,140000000,91,PG-13,2007-08-10,"Action, Comedy, Crime, Thriller"
628,The Bourne Ultimatum,Universal Pictures,227471070,110000000,115,PG-13,2007-08-03,"Action, Mystery, Thriller"
629,The Simpsons Movie,Twentieth Century Fox,183135014,75000000,87,PG-13,2007-07-27,"Adventure, Animation, Comedy"
630,I Now Pronounce You Chuck & Larry,Universal Pictures,120059556,85000000,115,PG-13,2007-07-20,"Comedy, Romance"
631,Harry Potter and the Order of the Phoenix,Warner Bros.,292004738,150000000,138,PG-13,2007-07-11,"Action, Adventure, Family, Fantasy, Mystery"
632,Transformers,DreamWorks,319246193,150000000,144,PG-13,2007-07-03,"Action, Adventure, Sci-Fi"
633,Transformers,DreamWorks,319246193,150000000,144,PG-13,2007-07-03,"Action, Adventure, Sci-Fi"
634,Evan Almighty,Universal Pictures,100462298,175000000,96,PG,2007-06-22,"Comedy, Family, Fantasy"
635,Fantastic 4: Rise of the Silver Surfer,Twentieth Century Fox,131921738,130000000,92,PG,2007-06-15,"Action, Adventure, Fantasy, Sci-Fi"
636,Ocean's Thirteen,Warner Bros.,117154724,,122,PG-13,2007-06-08,"Action, Crime, Thriller"
637,Pirates of the Caribbean: At World's End,Walt Disney Studios Motion Pictures,309420425,300000000,169,PG-13,2007-05-25,"Action, Adventure, Fantasy"
638,Pirates of the Caribbean: At World's End,Walt Disney Studios Motion Pictures,309420425,300000000,169,PG-13,2007-05-25,"Action, Adventure, Fantasy"
639,Shrek the Third,DreamWorks,322719944,160000000,93,PG,2007-05-18,"Adventure, Animation, Comedy, Family, Fantasy"
640,Spider,Sony Pictures Releasing,336530303,258000000,139,PG-13,2007-05-04,"Action, Sci-Fi"
641,Spider,Sony Pictures Releasing,336530303,258000000,139,PG-13,2007-05-04,"Action, Sci-Fi"
642,Disturbia,DreamWorks,80209692,20000000,105,PG-13,2007-04-13,"Crime, Drama, Mystery, Thriller"
643,Disturbia,DreamWorks,80209692,20000000,105,PG-13,2007-04-13,"Crime, Drama, Mystery, Thriller"
644,Disturbia,DreamWorks,80209692,20000000,105,PG-13,2007-04-13,"Crime, Drama, Mystery, Thriller"
645,Blades of Glory,DreamWorks,118594548,61000000,93,PG-13,2007-03-30,"Comedy, Sport"
646,Blades of Glory,DreamWorks,118594548,61000000,93,PG-13,2007-03-30,"Comedy, Sport"
647,TMNT,Warner Bros.,54149098,34000000,87,PG,2007-03-23,"Action, Adventure, Animation, Comedy, Family, Fantasy, Sci-Fi"
648,300,Warner Bros.,210614939,65000000,117,R,2007-03-09,"Action, Drama"
649,300,Warner Bros.,210614939,65000000,117,R,2007-03-09,"Action, Drama"
650,Wild Hogs,Walt Disney Studios Motion Pictures,168273550,,100,PG-13,2007-03-02,"Action, Adventure, Comedy"
651,Ghost Rider,Sony Pictures Releasing,115802596,110000000,110,PG-13,2007-02-16,"Action, Fantasy, Thriller"
652,Ghost Rider,Sony Pictures Releasing,115802596,110000000,110,PG-13,2007-02-16,"Action, Fantasy, Thriller"
653,Norbit,DreamWorks,95673607,60000000,102,PG-13,2007-02-09,"Comedy, Romance"
654,The Messengers,Screen Gems,35374833,16000000,90,PG-13,2007-02-02,"Horror, Mystery, Thriller"
655,Epic Movie,Twentieth Century Fox,39739367,,86,PG-13,2007-01-26,"Adventure, Comedy"
656,Stomp the Yard,Screen Gems,61356221,13000000,109,PG-13,2007-01-12,"Drama, Music, Romance"
657,Stomp the Yard,Screen Gems,61356221,13000000,109,PG-13,2007-01-12,"Drama, Music, Romance"
658,Night at the Museum,Twentieth Century Fox,250863268,,108,PG,2006-12-22,"Adventure, Comedy, Family, Fantasy"
659,Night at the Museum,Twentieth Century Fox,250863268,,108,PG,2006-12-22,"Adventure, Comedy, Family, Fantasy"
660,Night at the Museum,Twentieth Century Fox,250863268,,108,PG,2006-12-22,"Adventure, Comedy, Family, Fantasy"
661,The Pursuit of Happyness,Sony Pictures Releasing,163566459,55000000,117,PG-13,2006-12-15,"Biography, Drama"
662,Apocalypto,Walt Disney Studios Motion Pictures,50866635,40000000,139,R,2006-12-08,"Action, Adventure, Drama, Thriller"
663,Happy Feet,Warner Bros.,198000317,100000000,108,PG,2006-11-17,"Adventure, Animation, Comedy, Family, Music, Musical, Romance"
664,Happy Feet,Warner Bros.,198000317,100000000,108,PG,2006-11-17,"Adventure, Animation, Comedy, Family, Music, Musical, Romance"
665,Casino Royale,Sony Pictures Releasing,167445960,150000000,144,PG-13,2006-11-17,"Action, Adventure, Thriller"
666,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Twentieth Century Fox,128505958,18000000,84,R,2006-11-03,Comedy
667,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Twentieth Century Fox,128505958,18000000,84,R,2006-11-03,Comedy
668,Saw III,Lionsgate,80238724,10000000,108,R,2006-10-27,"Horror, Mystery, Thriller"
669,The Prestige,Walt Disney Studios Motion Pictures,53089891,40000000,130,PG-13,2006-10-20,"Drama, Mystery, Sci-Fi, Thriller"
670,The Departed,Warner Bros.,132384315,90000000,151,R,2006-10-06,"Crime, Drama, Thriller"
671,The Departed,Warner Bros.,132384315,90000000,151,R,2006-10-06,"Crime, Drama, Thriller"
672,Open Season,Sony Pictures Releasing,85105259,85000000,86,PG,2006-09-29,"Adventure, Animation, Comedy, Family, Fantasy"
673,Jackass Number Two,Paramount Pictures,72778712,11500000,92,R,2006-09-22,"Action, Comedy, Documentary"
674,Gridiron Gang,Sony Pictures Releasing,38432823,30000000,125,PG-13,2006-09-15,"Biography, Crime, Drama, Sport"
675,The Covenant,Screen Gems,23380495,,97,PG-13,2006-09-08,"Action, Adventure, Fantasy, Horror, Mystery, Thriller"
676,Invincible,Walt Disney Studios Motion Pictures,57806952,,105,PG,2006-08-25,"Biography, Drama, Sport"
677,Invincible,Walt Disney Studios Motion Pictures,57806952,,105,PG,2006-08-25,"Biography, Drama, Sport"
678,Talladega Nights: The Ballad of Ricky Bobby,Sony Pictures Releasing,148213377,72500000,108,PG-13,2006-08-04,"Comedy, Sport"
679,Talladega Nights: The Ballad of Ricky Bobby,Sony Pictures Releasing,148213377,72500000,108,PG-13,2006-08-04,"Comedy, Sport"
680,Talladega Nights: The Ballad of Ricky Bobby,Sony Pictures Releasing,148213377,72500000,108,PG-13,2006-08-04,"Comedy, Sport"
681,Miami Vice,Universal Pictures,63450470,135000000,132,R,2006-07-28,"Action, Crime, Thriller"
682,Pirates of the Caribbean: Dead Man's Chest,Walt Disney Studios Motion Pictures,423315812,225000000,151,PG-13,2006-07-07,"Action, Adventure, Fantasy"
683,Pirates of the Caribbean: Dead Man's Chest,Walt Disney Studios Motion Pictures,423315812,225000000,151,PG-13,2006-07-07,"Action, Adventure, Fantasy"
684,Pirates of the Caribbean: Dead Man's Chest,Walt Disney Studios Motion Pictures,423315812,225000000,151,PG-13,2006-07-07,"Action, Adventure, Fantasy"
685,Superman Returns,Warner Bros.,200081192,270000000,154,PG-13,2006-06-28,"Action, Sci-Fi"
